,ID,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Latitude,Longitude,Location
816282,6555870,HP630660,10/15/2008 03:00:00 PM,079XX S ELIZABETH ST,1330,CRIMINAL TRESPASS,TO LAND,RESIDENCE-GARAGE,False,False,612,6.0,21.0,71.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816283,6559918,HP629373,10/14/2008 02:00:00 PM,006XX W ADDISON ST,0870,THEFT,POCKET-PICKING,STREET,False,False,2323,19.0,46.0,6.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816284,6555871,HP630727,10/16/2008 08:30:00 AM,045XX S WESTERN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,PARKING LOT/GARAGE(NON.RESID.),False,False,914,9.0,12.0,58.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816285,6555872,HP629329,10/14/2008 03:00:00 PM,037XX S CALUMET AVE,0560,ASSAULT,SIMPLE,RESIDENCE,False,False,211,2.0,3.0,35.0,08A,,,2008,08/17/2015 03:03:40 PM,,,
816286,6555873,HP630595,10/16/2008 11:50:00 AM,001XX N WELLS ST,0560,ASSAULT,SIMPLE,RESTAURANT,False,False,113,1.0,42.0,32.0,08A,,,2008,08/17/2015 03:03:40 PM,,,
816287,6555874,HP630342,10/15/2008 05:00:00 PM,110XX S MICHIGAN AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,VACANT LOT/LAND,False,False,513,5.0,9.0,49.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816292,6557251,HP630575,10/16/2008 12:00:00 AM,023XX W MOFFAT ST,0810,THEFT,OVER $500,OTHER,False,False,1434,14.0,1.0,22.0,06,1160370.0,1912184.0,2008,02/04/2016 06:33:39 AM,41.914735831,-87.686251878,"(41.914735831, -87.686251878)"
816294,6557752,HP628881,10/15/2008 02:55:00 PM,017XX W PRYOR AVE,0460,BATTERY,SIMPLE,STREET,False,False,2212,22.0,19.0,75.0,08B,1166533.0,1831078.0,2008,02/04/2016 06:33:39 AM,41.692041778,-87.665923635,"(41.692041778, -87.665923635)"
816297,6557955,HP631473,10/16/2008 03:00:00 PM,055XX S LAKE SHORE DR SB,0460,BATTERY,SIMPLE,STREET,False,False,2132,2.0,5.0,41.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
816299,6558147,HP632742,10/17/2008 12:30:00 PM,012XX S WABASH AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,GROCERY FOOD STORE,False,False,132,1.0,2.0,33.0,11,,,2008,08/17/2015 03:03:40 PM,,,
816300,6558148,HP632820,10/16/2008 04:00:00 PM,103XX S HAMLIN AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,False,False,2211,22.0,19.0,74.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816301,6558149,HP632825,10/17/2008 11:30:00 AM,014XX W DIVISION ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1433,14.0,1.0,24.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816302,6558150,HP632733,10/17/2008 01:50:00 PM,016XX W POLK ST,2820,OTHER OFFENSE,TELEPHONE THREAT,OTHER,False,True,1224,12.0,2.0,28.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816303,6558151,HP632828,10/17/2008 11:30:00 AM,018XX N CICERO AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,PARKING LOT/GARAGE(NON.RESID.),False,False,2533,25.0,31.0,19.0,07,,,2008,08/17/2015 03:03:40 PM,,,
816304,6558153,HP631478,10/13/2008 10:30:00 PM,103XX S PRINCETON AVE,0880,THEFT,PURSE-SNATCHING,CTA BUS,False,False,512,5.0,34.0,49.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816306,6558902,HP632229,10/16/2008 07:00:00 PM,006XX E GRAND AVE,0810,THEFT,OVER $500,BOAT/WATERCRAFT,False,False,1834,18.0,42.0,8.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816308,6559854,HP616966,10/09/2008 09:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816309,6559915,HP632776,10/17/2008 02:00:00 PM,003XX E 47TH ST,2024,NARCOTICS,POSS: HEROIN(WHITE),CTA GARAGE / OTHER PROPERTY,True,False,222,2.0,3.0,38.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816310,6559916,HP632718,10/17/2008 01:15:00 PM,001XX E 103RD PL,1330,CRIMINAL TRESPASS,TO LAND,ABANDONED BUILDING,True,False,512,5.0,9.0,49.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816311,6559917,HP632666,10/17/2008 09:33:00 AM,070XX S WOLCOTT AVE,2092,NARCOTICS,SOLICIT NARCOTICS ON PUBLICWAY,STREET,True,False,735,7.0,17.0,67.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816312,6559919,HP629141,03/01/2008 12:00:00 AM,098XX S MARYLAND AVE,0840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,False,False,511,5.0,8.0,50.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816313,6559920,HP632769,10/17/2008 02:16:00 PM,027XX S STATE ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,2113,2.0,3.0,35.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816314,6559921,HP632669,10/17/2008 12:35:00 PM,070XX S WOLCOTT AVE,2095,NARCOTICS,ATTEMPT POSSESSION NARCOTICS,SIDEWALK,True,False,735,7.0,17.0,67.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816315,6559922,HP632720,10/17/2008 01:30:00 PM,064XX W IRVING PARK RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,1632,16.0,38.0,17.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816319,6560038,HP629609,10/15/2008 05:00:00 PM,014XX N LOCKWOOD AVE,0460,BATTERY,SIMPLE,STREET,False,False,2532,25.0,37.0,25.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
816321,6560171,HP633011,10/16/2008 11:30:00 PM,108XX S KEDZIE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2211,22.0,19.0,74.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816322,6560246,HP633125,10/17/2008 04:00:00 PM,0000X E 111TH ST,0860,THEFT,RETAIL THEFT,OTHER,True,False,531,5.0,9.0,49.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816323,6560273,HP633426,10/16/2008 08:30:00 PM,132XX S BRANDON AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,433,4.0,10.0,55.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816324,6560294,HP633708,10/17/2008 10:35:00 AM,086XX S WABASH AVE,0910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,False,False,632,6.0,6.0,44.0,07,,,2008,08/17/2015 03:03:40 PM,,,
816325,6560575,HP616643,10/08/2008 11:34:49 PM,103XX S VERNON AVE,2027,NARCOTICS,POSS: CRACK,RESIDENCE,False,False,512,5.0,9.0,49.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816326,6560745,HP631265,10/16/2008 05:50:00 PM,024XX W 51ST ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,STREET,True,False,911,9.0,14.0,63.0,11,,,2008,08/17/2015 03:03:40 PM,,,
816327,6560681,HP620287,10/11/2008 09:30:00 PM,118XX S HALSTED ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,False,False,524,5.0,34.0,53.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816328,6560693,HP631611,10/16/2008 07:21:27 PM,130XX S DREXEL AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,CHA PARKING LOT/GROUNDS,False,False,533,5.0,9.0,54.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816329,6560695,HP634177,10/18/2008 02:00:00 AM,005XX E 86TH PL,0810,THEFT,OVER $500,STREET,False,False,632,6.0,6.0,44.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816330,6560764,HP630614,10/16/2008 08:00:00 AM,052XX S MICHIGAN AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,OTHER,False,False,232,2.0,3.0,40.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816331,6560769,HP618226,10/09/2008 08:45:43 PM,103XX S WENTWORTH AVE,2025,NARCOTICS,POSS: HALLUCINOGENS,STREET,False,False,512,5.0,34.0,49.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816332,6560795,HP627863,10/14/2008 11:29:00 PM,001XX W 103RD ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,VACANT LOT/LAND,False,False,511,5.0,9.0,49.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816333,6560976,HP631541,10/16/2008 07:50:00 PM,0000X W 79TH ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,False,False,623,6.0,17.0,44.0,03,,,2008,08/17/2015 03:03:40 PM,,,
816337,6561270,HP633248,10/17/2008 05:30:00 PM,008XX E 53RD ST,0460,BATTERY,SIMPLE,RESIDENCE,False,False,2131,2.0,5.0,41.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
816339,6561286,HP635103,10/16/2008 05:00:00 PM,025XX N LAKEVIEW AVE,0810,THEFT,OVER $500,STREET,False,False,2333,19.0,43.0,7.0,06,1173124.0,1917463.0,2008,02/04/2016 06:33:39 AM,41.928948029,-87.63923871,"(41.928948029, -87.63923871)"
816340,6566302,HP637897,10/20/2008 11:55:00 AM,031XX W DIVERSEY AVE,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,False,False,1411,14.0,35.0,21.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816341,6561381,HP633130,10/17/2008 04:06:00 PM,0000X S STATE ST,0810,THEFT,OVER $500,CTA BUS,False,False,123,1.0,42.0,32.0,06,1176389.0,1900259.0,2008,02/04/2016 06:33:39 AM,41.881666323,-87.627760999,"(41.881666323, -87.627760999)"
816344,6561907,HP614158,10/07/2008 11:45:00 AM,0000X E PEARSON ST,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,1833,18.0,42.0,8.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816345,6561649,HP634989,10/04/2008 03:00:00 PM,027XX S INDIANA AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,False,2112,2.0,2.0,35.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816346,6561660,HP635003,10/14/2008 09:00:00 AM,022XX S SACRAMENTO AVE,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,RESIDENCE,False,False,1033,10.0,12.0,30.0,11,,,2008,08/17/2015 03:03:40 PM,,,
816347,6561908,HP588440,09/05/2008 09:00:00 AM,010XX N KINGSBURY ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,APARTMENT,False,False,1822,18.0,27.0,8.0,11,,,2008,08/17/2015 03:03:40 PM,,,
816348,6561903,HP635560,10/18/2008 11:08:00 PM,019XX N ST LOUIS AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,True,False,1422,14.0,26.0,22.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
816350,6562988,HP636760,10/19/2008 05:15:00 PM,014XX N HALSTED ST,0810,THEFT,OVER $500,STREET,False,False,1822,18.0,32.0,8.0,06,1170747.0,1909816.0,2008,02/04/2016 06:33:39 AM,41.908016743,-87.648197855,"(41.908016743, -87.648197855)"
816352,6563135,HP637174,10/19/2008 08:00:00 PM,063XX S ELIZABETH ST,0820,THEFT,$500 AND UNDER,STREET,False,False,724,7.0,16.0,67.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816353,6563136,HP636887,10/18/2008 07:00:00 AM,026XX N SPAULDING AVE,0610,BURGLARY,FORCIBLE ENTRY,APARTMENT,False,False,1412,14.0,35.0,22.0,05,,,2008,08/17/2015 03:03:40 PM,,,
816354,6563137,HP637032,10/19/2008 09:17:00 PM,031XX N CENTRAL PARK AVE,041A,BATTERY,AGGRAVATED: HANDGUN,SIDEWALK,False,False,1412,14.0,35.0,21.0,04B,,,2008,08/17/2015 03:03:40 PM,,,
816355,6563138,HP637078,10/19/2008 09:45:00 PM,034XX W PARKER AVE,0330,ROBBERY,AGGRAVATED,SIDEWALK,True,False,1412,14.0,35.0,22.0,03,,,2008,08/17/2015 03:03:40 PM,,,
816356,6563139,HP637168,10/19/2008 11:20:00 PM,012XX W 116TH ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,524,5.0,34.0,53.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816357,6563140,HP637179,10/19/2008 11:10:00 PM,046XX N CLARENDON AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,SIDEWALK,True,False,2312,19.0,46.0,3.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816358,6563141,HP637119,10/19/2008 09:06:00 PM,051XX W LE MOYNE ST,031A,ROBBERY,ARMED: HANDGUN,SIDEWALK,True,False,2533,25.0,37.0,25.0,03,,,2008,08/17/2015 03:03:40 PM,,,
816359,6563900,HP637924,10/20/2008 12:13:00 PM,024XX S WHIPPLE ST,0620,BURGLARY,UNLAWFUL ENTRY,SIDEWALK,True,False,1033,10.0,12.0,30.0,05,,,2008,08/17/2015 03:03:40 PM,,,
816360,6563831,HP613494,10/07/2008 11:11:00 AM,002XX N KARLOV AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARK PROPERTY,True,False,1114,11.0,28.0,26.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816361,6564107,HP457792,07/17/2008 10:06:00 AM,049XX W GLADYS AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,1533,15.0,24.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816362,6564158,HP611305,10/06/2008 08:00:00 AM,033XX W FILLMORE ST,2093,NARCOTICS,FOUND SUSPECT NARCOTICS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816363,6564599,HP636307,10/18/2008 08:30:00 PM,0000X N PARKSIDE AVE,0810,THEFT,OVER $500,STREET,False,False,1513,15.0,29.0,25.0,06,1138599.0,1899808.0,2008,02/04/2016 06:33:39 AM,41.881197451,-87.76653692,"(41.881197451, -87.76653692)"
816364,6564992,HP639050,10/21/2008 12:00:00 AM,068XX S HALSTED ST,031A,ROBBERY,ARMED: HANDGUN,TAVERN/LIQUOR STORE,True,False,723,7.0,6.0,68.0,03,,,2008,08/17/2015 03:03:40 PM,,,
816365,6565140,HP638611,10/20/2008 12:30:00 PM,017XX W SUMMERDALE AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,2012,20.0,40.0,77.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816367,6565982,HP636483,10/19/2008 02:30:00 PM,105XX S STATE ST,0460,BATTERY,SIMPLE,STREET,False,False,512,5.0,34.0,49.0,08B,1178113.0,1835163.0,2008,02/04/2016 06:33:39 AM,41.702997566,-87.62340447,"(41.702997566, -87.62340447)"
816368,6566150,HP639317,10/20/2008 06:30:00 PM,013XX S ASHLAND AVE,0810,THEFT,OVER $500,OTHER,False,False,1224,12.0,2.0,28.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816369,6566279,HP622983,10/11/2008 05:00:00 PM,020XX N MILWAUKEE AVE,0486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,False,True,1431,14.0,1.0,22.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
816372,6567392,HP640351,09/01/2008 06:00:00 PM,018XX N WESTERN AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,STREET,False,True,1434,14.0,1.0,22.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816374,6567942,HP640339,10/21/2008 05:48:09 PM,008XX N MAYFIELD AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1511,15.0,29.0,25.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816375,6568434,HP640563,10/21/2008 07:55:00 PM,004XX W GOETHE ST,4510,OTHER OFFENSE,PROBATION VIOLATION,PARKING LOT/GARAGE(NON.RESID.),False,False,1821,18.0,27.0,8.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816376,6568902,HP641030,10/22/2008 07:00:00 AM,017XX W 18TH PL,0820,THEFT,$500 AND UNDER,RESIDENCE PORCH/HALLWAY,False,False,1223,12.0,25.0,31.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816377,6568984,HP639232,10/21/2008 07:20:00 AM,015XX W 49TH ST,1513,PROSTITUTION,SOLICIT FOR BUSINESS,STREET,False,False,931,9.0,20.0,61.0,16,,,2008,08/17/2015 03:03:40 PM,,,
816380,6569401,HP641877,10/22/2008 03:50:00 PM,027XX S STATE ST,2024,NARCOTICS,POSS: HEROIN(WHITE),SIDEWALK,True,False,2113,2.0,3.0,35.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816383,6569498,HP642329,10/20/2008 12:01:00 AM,019XX N LINCOLN PARK WEST,1152,DECEPTIVE PRACTICE,ILLEGAL USE CASH CARD,RESIDENCE,False,False,1814,18.0,43.0,7.0,11,,,2008,08/17/2015 03:03:40 PM,,,
816384,6569619,HP642507,10/15/2008 08:00:00 PM,003XX N PULASKI RD,0486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,False,True,1114,11.0,28.0,26.0,08B,,,2008,08/17/2015 03:03:40 PM,,,
816385,6569646,HP606004,10/01/2008 09:06:00 PM,002XX N LA SALLE ST,1130,DECEPTIVE PRACTICE,FRAUD OR CONFIDENCE GAME,CREDIT UNION,False,False,113,1.0,42.0,,11,,,2008,08/17/2015 03:03:40 PM,,,
816386,6569648,HP642665,10/22/2008 11:11:00 PM,001XX N JEFFERSON ST,0850,THEFT,ATTEMPT THEFT,PARKING LOT/GARAGE(NON.RESID.),True,False,111,1.0,42.0,28.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816388,6570122,HP386908,06/10/2008 03:30:00 PM,0000X W 24TH ST,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,RESIDENCE,False,False,134,1.0,3.0,33.0,11,,,2008,08/17/2015 03:03:40 PM,,,
816390,6570401,HP621498,10/11/2008 02:56:00 PM,080XX S UNION AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),VEHICLE NON-COMMERCIAL,True,False,621,6.0,21.0,71.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816391,6570565,HP623101,10/12/2008 12:28:00 PM,079XX S ESSEX AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,422,4.0,7.0,46.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816392,6570571,HP623123,10/12/2008 12:10:00 PM,066XX S HALSTED ST,1821,NARCOTICS,MANU/DEL:CANNABIS 10GM OR LESS,PARKING LOT/GARAGE(NON.RESID.),True,False,723,7.0,16.0,68.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816393,6570597,HP623208,10/12/2008 01:22:00 PM,043XX S ARCHER AVE,2012,NARCOTICS,MANU/DELIVER:COCAINE,STREET,True,False,821,8.0,14.0,58.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816394,6570606,HP628657,10/15/2008 12:10:00 PM,002XX N KARLOV AVE,2024,NARCOTICS,POSS: HEROIN(WHITE),STREET,True,False,1114,11.0,28.0,26.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816395,6570646,HP624796,10/13/2008 12:13:00 PM,079XX S ESSEX AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,True,False,422,4.0,7.0,46.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816396,6570789,HP628707,10/15/2008 12:10:00 PM,007XX W 66TH PL,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),ALLEY,True,False,723,7.0,6.0,68.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816398,6570996,HP467925,07/22/2008 02:30:00 PM,011XX W 79TH ST,2026,NARCOTICS,POSS: PCP,STREET,True,False,612,6.0,17.0,71.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816399,6571014,HP612565,10/06/2008 07:22:00 PM,019XX N PULASKI RD,2012,NARCOTICS,MANU/DELIVER:COCAINE,STREET,True,False,2535,25.0,30.0,20.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816400,6571101,HP631469,10/16/2008 05:07:00 PM,041XX W FULLERTON AVE,2022,NARCOTICS,POSS: COCAINE,RESIDENCE,True,False,2525,25.0,31.0,20.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816401,6571164,HP624815,10/13/2008 11:47:00 AM,047XX N SHERIDAN RD,2017,NARCOTICS,MANU/DELIVER:CRACK,STREET,True,False,2312,19.0,46.0,3.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816402,6571169,HP624871,10/13/2008 01:10:00 PM,002XX N KARLOV AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),PARK PROPERTY,True,False,1114,11.0,28.0,26.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816403,6571258,HP630337,10/16/2008 06:55:00 AM,018XX S 48TH CT,2012,NARCOTICS,MANU/DELIVER:COCAINE,RESIDENCE-GARAGE,False,False,211,2.0,3.0,,18,,,2008,08/17/2015 03:03:40 PM,,,
816404,6571317,HP460107,07/18/2008 01:37:00 PM,002XX E 55TH PL,2017,NARCOTICS,MANU/DELIVER:CRACK,SIDEWALK,True,False,233,2.0,3.0,40.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816405,6571319,HP615150,10/08/2008 06:43:00 AM,040XX W WILCOX ST,2027,NARCOTICS,POSS: CRACK,RESIDENCE,True,False,1115,11.0,28.0,26.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816406,6571928,HP643043,10/23/2008 10:18:36 AM,001XX E 47TH ST,0610,BURGLARY,FORCIBLE ENTRY,BARBERSHOP,False,False,224,2.0,3.0,38.0,05,,,2008,08/17/2015 03:03:40 PM,,,
816407,6571369,HP627392,10/14/2008 06:22:00 PM,017XX N KOSTNER AVE,2013,NARCOTICS,MANU/DELIVER: HEROIN(BRN/TAN),PARKING LOT/GARAGE(NON.RESID.),True,False,2533,25.0,31.0,23.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816408,6571384,HP628480,10/15/2008 11:30:00 AM,033XX W FILLMORE ST,1812,NARCOTICS,POSS: CANNABIS MORE THAN 30GMS,POLICE FACILITY/VEH PARKING LOT,True,False,1134,11.0,24.0,29.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816411,6571472,HP643651,10/22/2008 10:00:00 PM,014XX N LEAVITT ST,0810,THEFT,OVER $500,STREET,False,False,1424,14.0,32.0,24.0,06,1161472.0,1909637.0,2008,02/04/2016 06:33:39 AM,41.90772379,-87.682274306,"(41.90772379, -87.682274306)"
816414,6572354,HP624814,10/13/2008 12:00:00 AM,049XX N MARINE DR,2017,NARCOTICS,MANU/DELIVER:CRACK,PARK PROPERTY,True,False,2024,20.0,48.0,3.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816415,6572584,HP617501,10/09/2008 01:11:00 PM,080XX S UNION AVE,2014,NARCOTICS,MANU/DELIVER: HEROIN (WHITE),SIDEWALK,True,False,621,6.0,21.0,71.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816423,6573770,HP645831,10/23/2008 03:00:00 PM,082XX S TROY ST,0610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,False,False,835,8.0,18.0,70.0,05,,,2008,08/17/2015 03:03:40 PM,,,
816424,6573774,HP645833,10/24/2008 03:30:00 PM,010XX E 83RD ST,0890,THEFT,FROM BUILDING,"SCHOOL, PUBLIC, BUILDING",False,False,632,6.0,8.0,44.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816425,6573937,HP646415,10/01/2008 12:00:00 AM,039XX W LEXINGTON ST,5002,OTHER OFFENSE,OTHER VEHICLE OFFENSE,STREET,False,False,1132,11.0,24.0,26.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816426,6573998,HP646556,10/25/2008 01:30:00 AM,022XX N ASHLAND AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1432,14.0,32.0,22.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816428,6574980,HP647361,10/25/2008 01:00:00 AM,016XX W WABANSIA AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,1433,14.0,1.0,24.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816430,6575215,HP647965,10/25/2008 10:00:00 PM,112XX S PULASKI RD,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,False,False,2211,22.0,19.0,74.0,14,,,2008,08/17/2015 03:03:40 PM,,,
816433,6575950,HP648681,10/24/2008 09:00:00 PM,053XX W 63RD ST,0820,THEFT,$500 AND UNDER,RESIDENTIAL YARD (FRONT/BACK),False,False,813,8.0,13.0,64.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816434,6576091,HP639680,10/21/2008 08:30:00 AM,017XX S STEWART AVE,0810,THEFT,OVER $500,STREET,False,False,1233,12.0,25.0,31.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816435,6576381,HP649101,06/18/2008 05:30:00 PM,030XX S MICHIGAN AVE,0281,CRIM SEXUAL ASSAULT,NON-AGGRAVATED,APARTMENT,False,True,2112,2.0,2.0,35.0,02,,,2008,08/17/2015 03:03:40 PM,,,
816437,6576433,HP649751,10/26/2008 10:55:29 PM,045XX W SCHOOL ST,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,1731,17.0,30.0,16.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816438,6576434,HP650201,10/27/2008 09:05:00 AM,013XX N KOSTNER AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,2534,25.0,37.0,23.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816439,6576918,HP615857,10/06/2008 12:05:00 PM,025XX S CALIFORNIA AVE,2091,NARCOTICS,FORFEIT PROPERTY,STREET,True,False,1033,10.0,12.0,30.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816442,6577395,HP650122,10/27/2008 08:50:00 AM,041XX W POTOMAC AVE,502P,OTHER OFFENSE,FALSE/STOLEN/ALTERED TRP,STREET,False,False,2534,25.0,37.0,23.0,26,,,2008,08/17/2015 03:03:40 PM,,,
816443,6577396,HP650131,10/27/2008 08:07:00 AM,083XX S MACKINAW AVE,0560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",False,False,424,4.0,10.0,46.0,08A,,,2008,08/17/2015 03:03:40 PM,,,
816444,6577397,HP650479,10/27/2008 12:43:00 PM,051XX S PRAIRIE AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,True,False,232,2.0,3.0,40.0,18,,,2008,08/17/2015 03:03:40 PM,,,
816445,6577470,HP650286,10/25/2008 11:00:00 PM,012XX N HONORE ST,0810,THEFT,OVER $500,OTHER,False,False,1424,14.0,1.0,24.0,06,,,2008,08/17/2015 03:03:40 PM,,,
816446,6577481,HP650190,10/26/2008 08:30:00 PM,051XX S RUTHERFORD AVE,0820,THEFT,$500 AND UNDER,STREET,False,False,811,8.0,23.0,0.0,06,,,2008,08/17/2015 03:03:40 PM,,,
